;Códigodo fundo;Setor;Preço Atual;Liquidez Diária;Dividendo;DividendYield;DY (3M)Acumulado;DY (6M)Acumulado;DY (12M)Acumulado;DY (3M)Média;DY (6M)Média;DY (12M)Média;DY Ano;Variação Preço;Rentab.Período;Rentab.Acumulada;PatrimônioLíq.;VPA;P/VPA;DYPatrimonial;VariaçãoPatrimonial;Rentab. Patr.no Período;Rentab. Patr.Acumulada;VacânciaFísica;VacânciaFinanceira;QuantidadeAtivos
97;BBRC11;Outros;R$ 140,97;3724.0;R$ 0,94;0,65%;1,92%;4,03%;8,07%;0,64%;0,67%;0,67%;7,32%;-0,77%;-0,12%;4,60%;R$ 174.771.823,35;R$ 109,92;128.0;0,86%;0,04%;0,89%;8,26%;5,40%;2,10%;20
98;BBPO11;Lajes Corporativas;R$ 135,18;17797.0;R$ 1,08;0,79%;2,35%;4,54%;8,59%;0,78%;0,76%;0,72%;7,97%;-1,56%;-0,78%;-9,95%;R$ 1.608.172.696,51;R$ 101,02;134.0;1,07%;-0,10%;0,97%;9,63%;0,00%;0,00%;64
99;BNFS11;Outros;R$ 123,50;1179.0;R$ 1,00;0,81%;2,30%;4,52%;8,90%;0,77%;0,75%;0,74%;8,22%;-0,23%;0,57%;1,56%;R$ 67.248.218,62;R$ 96,07;129.0;0,95%;0,23%;1,18%;10,63%;;;18
100;TRXF11;Outros;R$ 101,19;14176.0;R$ 0,70;0,69%;1,84%;3,45%;0,00%;0,61%;0,58%;0,00%;6,73%;1,49%;2,19%;-6,49%;R$ 463.103.121,67;R$ 101,05;100.0;0,69%;0,78%;1,48%;7,28%;0,00%;;32
101;BICR11;Títulos e Val. Mob.;R$ 100,10;30.0;R$ 0,28;0,28%;0,69%;1,27%;0,00%;0,23%;0,21%;0,00%;3,41%;1,72%;2,00%;-10,06%;R$ 49.539.411,17;R$ 99,08;101.0;0,22%;0,97%;1,20%;-4,53%;;;0
102;TEPP11;Lajes Corporativas;R$ 88,14;4962.0;R$ 0,50;0,56%;1,65%;3,30%;6,53%;0,55%;0,55%;0,54%;6,03%;0,62%;1,19%;-12,58%;R$ 348.155.555,68;R$ 96,26;92.0;0,49%;-0,10%;0,39%;4,93%;23,00%;;3
103;RBVA11;Outros;R$ 118,74;20461.0;R$ 0,95;0,80%;2,21%;4,17%;8,22%;0,74%;0,70%;0,68%;7,38%;-1,10%;-0,31%;-14,95%;R$ 1.235.691.740,08;R$ 115,55;103.0;0,74%;0,00%;0,73%;-1,52%;0,90%;;72
104;HBRH11;Híbrido;R$ 99,80;493.0;R$ 0,67;0,66%;2,04%;4,08%;0,00%;0,68%;0,68%;0,00%;6,50%;3,27%;3,96%;7,76%;R$ 221.185.510,50;R$ 98,49;101.0;0,68%;0,01%;0,69%;4,52%;;;3
105;NSLU11;Hospital;R$ 281,00;557.0;R$ 1,81;0,64%;1,93%;5,42%;9,55%;0,64%;0,90%;0,80%;8,25%;-2,93%;-2,30%;22,53%;R$ 218.367.376,42;R$ 190,75;147.0;0,95%;0,00%;0,94%;12,02%;0,00%;;1
106;PQDP11;Shoppings;R$ 3.010,00;39.0;R$ 8,31;0,27%;1,06%;2,26%;5,04%;0,35%;0,38%;0,42%;1,64%;-1,61%;-1,34%;-18,15%;R$ 830.883.815,84;R$ 3.484,13;86.0;0,24%;0,09%;0,33%;4,43%;4,20%;;1
107;FIIB11;Híbrido;R$ 531,85;799.0;R$ 2,70;0,51%;1,49%;2,72%;5,42%;0,50%;0,45%;0,45%;4,50%;2,56%;3,08%;-5,92%;R$ 292.954.597,76;R$ 427,67;124.0;0,63%;0,14%;0,78%;7,03%;2,58%;;1
108;LVBI11;Logística;R$ 117,00;10677.0;R$ 0,36;0,31%;1,10%;2,70%;5,77%;0,37%;0,45%;0,48%;4,79%;-2,14%;-1,83%;-1,11%;R$ 1.299.399.113,18;R$ 110,35;106.0;0,33%;0,00%;0,32%;13,36%;7,00%;1,00%;6
109;VVPR11;Híbrido;R$ 100,00;321.0;R$ 0,59;0,58%;1,71%;3,36%;0,00%;0,57%;0,56%;0,00%;5,92%;0,86%;1,45%;0,32%;R$ 195.754.711,56;R$ 103,44;97.0;0,57%;0,01%;0,58%;10,23%;0,00%;;4
110;PVBI11;Lajes Corporativas;R$ 97,00;33112.0;R$ 0,47;0,48%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,43%;0,16%;0,65%;-1,31%;R$ 938.881.124,63;R$ 96,59;100.0;0,49%;0,00%;0,49%;-2,00%;0,00%;0,00%;2
111;CXTL11;Logística;R$ 330,04;1.0;R$ 0,00;0,00%;0,37%;1,31%;2,56%;0,12%;0,22%;0,21%;1,79%;-7,53%;-7,53%;-35,86%;R$ 41.135.507,32;R$ 767,50;43.0;0,05%;0,01%;0,06%;0,88%;27,70%;67,20%;4
112;MFII11;Híbrido;R$ 134,42;10136.0;R$ 1,10;0,79%;2,40%;4,71%;9,71%;0,80%;0,79%;0,81%;8,95%;6,05%;6,89%;11,79%;R$ 308.837.678,47;R$ 123,41;109.0;0,89%;7,74%;8,70%;12,79%;;;9
113;PATC11;Lajes Corporativas;R$ 85,78;7969.0;R$ 0,30;0,35%;1,02%;1,94%;3,82%;0,34%;0,32%;0,32%;3,54%;-0,18%;0,16%;-16,41%;R$ 345.760.790,03;R$ 99,43;86.0;0,30%;-0,22%;0,08%;5,68%;0,00%;;5
114;BCIA11;Títulos e Val. Mob.;R$ 115,07;7416.0;R$ 0,60;0,52%;1,51%;3,00%;7,03%;0,50%;0,50%;0,59%;5,40%;-0,76%;-0,25%;-44,27%;R$ 432.735.524,97;R$ 116,36;99.0;0,52%;-1,63%;-1,12%;-10,48%;;;0
115;RBVO11;Outros;R$ 25,00;2301.0;R$ 0,15;0,57%;1,72%;3,39%;5,96%;0,57%;0,57%;0,50%;5,34%;10,69%;11,32%;-12,45%;R$ 16.212.820,46;R$ 31,43;80.0;0,43%;3,84%;4,29%;8,49%;;;0
116;QMFF11;Títulos e Val. Mob.;R$ 97,99;91.0;R$ 0,75;0,77%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,27%;-2,50%;-1,75%;-1,27%;R$ 14.902.570,29;R$ 99,35;99.0;0,75%;-1,97%;-1,23%;1,45%;;;0
117;HUSC11;Outros;R$ 149,90;31.0;R$ 0,73;0,49%;1,45%;2,87%;3,14%;0,48%;0,48%;0,26%;2,87%;0,00%;0,49%;14,25%;R$ 78.981.450,95;R$ 99,40;151.0;0,73%;0,00%;0,73%;5,91%;;;0
118;SDIL11;Logística;R$ 99,59;11409.0;R$ 0,60;0,60%;1,73%;3,15%;5,84%;0,58%;0,52%;0,49%;5,46%;-0,89%;-0,30%;-11,12%;R$ 456.577.822,56;R$ 95,72;104.0;0,62%;-0,02%;0,59%;5,84%;6,10%;;3
119;PQAG11;Logística;R$ 70,00;1163.0;R$ 0,35;0,52%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,52%;0,00%;0,52%;0,52%;R$ 761.516.025,81;R$ 544,26;13.0;0,64%;-1,80%;-1,17%;47,72%;;;1
120;HLOG11;Logística;R$ 117,40;313.0;R$ 0,63;0,54%;1,61%;3,14%;0,00%;0,54%;0,52%;0,00%;5,29%;0,21%;0,75%;12,61%;R$ 189.823.047,22;R$ 112,32;105.0;0,56%;-0,26%;0,30%;5,90%;0,00%;0,00%;2
121;HGRE11;Lajes Corporativas;R$ 148,55;34669.0;R$ 0,65;0,43%;1,30%;2,58%;5,13%;0,43%;0,43%;0,43%;4,58%;-0,93%;-0,50%;-20,79%;R$ 1.798.266.280,07;R$ 166,32;89.0;0,39%;1,43%;1,82%;5,61%;22,67%;25,40%;21
122;HGCR11;Títulos e Val. Mob.;R$ 98,70;27193.0;R$ 0,52;0,52%;1,50%;2,88%;6,15%;0,50%;0,48%;0,51%;5,69%;-0,70%;-0,19%;-9,53%;R$ 1.305.931.790,58;R$ 105,55;94.0;0,49%;0,64%;1,13%;4,73%;;;0
123;URPR11;Outros;R$ 135,69;4103.0;R$ 2,04;1,46%;5,84%;0,00%;0,00%;1,95%;0,00%;0,00%;7,06%;4,71%;6,25%;34,60%;R$ 30.186.237,22;R$ 99,06;137.0;;;;;;;0
124;HGPO11;Lajes Corporativas;R$ 217,02;1859.0;R$ 0,94;0,43%;1,26%;2,57%;5,14%;0,42%;0,43%;0,43%;4,75%;-3,09%;-2,68%;3,56%;R$ 336.221.458,72;R$ 203,77;107.0;0,46%;0,02%;0,48%;4,79%;0,00%;0,00%;2
125;HGRU11;Híbrido;R$ 125,35;148348.0;R$ 0,68;0,53%;1,60%;3,19%;6,58%;0,53%;0,53%;0,55%;6,03%;1,51%;2,05%;3,08%;R$ 1.360.434.817,59;R$ 108,54;115.0;0,63%;0,71%;1,34%;6,72%;0,00%;0,00%;15
126;HGFF11;Títulos e Val. Mob.;R$ 91,89;15679.0;R$ 0,55;0,59%;1,74%;3,39%;7,14%;0,58%;0,57%;0,60%;6,22%;0,55%;1,15%;-12,11%;R$ 281.703.969,18;R$ 98,37;93.0;0,56%;-1,00%;-0,45%;-6,10%;;;0
127;VRTA11;Títulos e Val. Mob.;R$ 109,42;27452.0;R$ 0,79;0,72%;1,93%;3,85%;7,60%;0,64%;0,64%;0,63%;7,07%;5,58%;6,33%;-10,42%;R$ 1.020.373.388,13;R$ 102,04;107.0;0,65%;-0,01%;0,64%;2,73%;;;0
128;OUJP11;Títulos e Val. Mob.;R$ 102,79;4114.0;R$ 0,67;0,65%;1,67%;3,15%;7,04%;0,56%;0,53%;0,59%;6,43%;1,51%;2,16%;-4,95%;R$ 234.611.143,55;R$ 102,73;100.0;0,58%;0,76%;1,35%;5,90%;;;0
129;PLCR11;Híbrido;R$ 83,49;10470.0;R$ 0,67;0,79%;1,93%;3,13%;4,96%;0,64%;0,52%;0,41%;4,77%;3,02%;3,84%;-8,41%;R$ 203.675.172,08;R$ 96,57;86.0;0,50%;0,02%;0,52%;3,23%;;;0
130;PATL11;Híbrido;R$ 92,26;12931.0;R$ 0,53;0,57%;1,63%;0,00%;0,00%;0,54%;0,00%;0,00%;1,71%;-2,09%;-1,54%;-5,39%;R$ 483.093.584,75;R$ 96,78;95.0;;;;;7,00%;0,00%;2
131;XPLG11;Logística;R$ 126,43;64291.0;R$ 0,58;0,45%;1,33%;2,69%;5,57%;0,44%;0,45%;0,46%;5,15%;-0,93%;-0,48%;-0,71%;R$ 2.273.749.928,39;R$ 109,54;115.0;;;;;10,00%;4,00%;13
132;BCRI11;Títulos e Val. Mob.;R$ 108,15;28267.0;R$ 1,19;1,10%;2,73%;4,89%;9,30%;0,91%;0,81%;0,77%;8,74%;0,33%;1,44%;-4,25%;R$ 378.093.402,49;R$ 105,03;103.0;0,91%;0,82%;1,74%;7,08%;;;0
133;KNHY11;Títulos e Val. Mob.;R$ 111,12;8845.0;R$ 1,04;0,92%;2,26%;3,56%;7,28%;0,75%;0,59%;0,61%;6,58%;2,91%;3,86%;2,00%;R$ 1.117.884.869,96;R$ 104,56;106.0;0,79%;-1,05%;-0,26%;-0,27%;;;0
134;KNIP11;Títulos e Val. Mob.;R$ 112,25;87837.0;R$ 1,00;0,89%;2,25%;4,01%;7,68%;0,75%;0,67%;0,64%;7,04%;2,19%;3,11%;2,61%;R$ 4.037.126.609,71;R$ 104,17;108.0;0,72%;-1,04%;-0,33%;-2,86%;;;0
135;VCJR11;Títulos e Val. Mob.;R$ 102,50;3627.0;R$ 0,92;0,90%;2,36%;3,92%;5,62%;0,79%;0,65%;0,47%;5,62%;-2,39%;-1,51%;-0,07%;R$ 574.134.049,53;R$ 98,80;104.0;0,81%;-1,21%;-0,41%;2,94%;;;0
136;VOTS11;Títulos e Val. Mob.;R$ 81,89;14.0;R$ 0,31;0,39%;1,16%;2,31%;5,24%;0,39%;0,39%;0,44%;4,51%;-0,20%;0,19%;-12,83%;R$ 81.011.068,89;R$ 97,85;84.0;0,32%;0,14%;0,45%;3,96%;;;0
137;RNDP11;Títulos e Val. Mob.;R$ 789,00;2.0;R$ 3,12;0,39%;1,17%;2,20%;4,82%;0,39%;0,37%;0,40%;4,19%;0,97%;1,37%;-17,55%;R$ 99.000.864,16;R$ 921,10;86.0;0,34%;-15,05%;-14,76%;-12,38%;;;0
138;JSRE11;Híbrido;R$ 95,29;32631.0;R$ 0,53;0,55%;1,63%;3,11%;5,51%;0,54%;0,52%;0,46%;5,13%;-1,32%;-0,78%;-13,83%;R$ 2.329.667.292,90;R$ 112,18;85.0;0,47%;-0,23%;0,24%;1,31%;2,62%;;4
139;NVHO11;Hospital;R$ 12,69;709.0;R$ 0,07;0,55%;1,63%;3,01%;5,93%;0,54%;0,50%;0,49%;5,47%;6,64%;7,23%;1,53%;R$ 327.310.710,06;R$ 7,89;161.0;0,89%;0,49%;1,39%;17,27%;;;1
140;BBFI11B;Lajes Corporativas;R$ 2.189,00;686.0;R$ 14,53;0,62%;2,46%;5,58%;11,34%;0,82%;0,93%;0,94%;10,48%;-6,46%;-5,88%;-12,23%;R$ 409.623.267,57;R$ 3.150,95;69.0;0,66%;0,32%;0,98%;8,28%;72,20%;;2
141;VILG11;Logística;R$ 124,30;37549.0;R$ 0,60;0,48%;1,20%;2,64%;5,52%;0,40%;0,44%;0,46%;5,11%;-1,74%;-1,27%;-5,10%;R$ 1.213.129.892,18;R$ 112,74;110.0;0,37%;0,01%;0,38%;8,21%;0,00%;;11
142;JPPA11;Títulos e Val. Mob.;R$ 99,50;20.0;R$ 0,65;0,65%;1,90%;0,00%;0,00%;0,63%;0,00%;0,00%;3,08%;-1,97%;-1,33%;1,09%;R$ 60.921.413,55;R$ 100,87;99.0;;;;;;;0
143;CTXT11;Lajes Corporativas;R$ 48,98;1410.0;R$ 0,35;0,71%;2,29%;4,54%;8,85%;0,76%;0,76%;0,74%;8,23%;1,62%;2,34%;-9,53%;R$ 137.797.460,51;R$ 53,12;92.0;0,72%;-0,60%;0,11%;6,32%;8,60%;;1
144;RNGO11;Lajes Corporativas;R$ 71,30;3545.0;R$ 0,42;0,59%;1,76%;3,60%;6,73%;0,59%;0,60%;0,56%;6,25%;1,00%;1,60%;-27,85%;R$ 274.674.087,49;R$ 102,64;69.0;0,41%;0,04%;0,45%;4,45%;20,30%;;3
145;RBIV11;Títulos e Val. Mob.;R$ 84,34;635.0;R$ 0,51;0,61%;1,86%;3,56%;0,00%;0,62%;0,59%;0,00%;5,44%;0,19%;0,80%;-11,06%;R$ 100.615.168,49;R$ 98,22;86.0;0,52%;0,50%;1,03%;-98,40%;;;0
146;PLRI11;Títulos e Val. Mob.;R$ 41,34;407.0;R$ 0,21;0,50%;1,71%;3,20%;5,81%;0,57%;0,53%;0,48%;5,39%;1,19%;1,69%;-19,92%;R$ 56.036.323,12;R$ 58,72;70.0;0,49%;-0,05%;0,45%;-12,68%;;;0
147;CXCE11B;Outros;R$ 105,30;651.0;R$ 0,91;0,85%;2,60%;4,95%;9,82%;0,87%;0,83%;0,82%;9,09%;0,15%;1,00%;-95,71%;R$ 147.575.776,59;R$ 86,15;122.0;1,06%;0,04%;1,11%;-95,64%;0,00%;;1
148;RBRD11;Híbrido;R$ 79,05;6425.0;R$ 0,05;0,06%;4,88%;20,25%;25,12%;1,63%;3,37%;2,09%;24,05%;19,98%;20,05%;0,16%;R$ 147.100.015,05;R$ 79,44;100.0;4,17%;-1,96%;2,13%;28,80%;0,00%;;4
149;AIEC11;Lajes Corporativas;R$ 94,61;1310.0;R$ 0,57;0,60%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,15%;-2,70%;-2,12%;-3,30%;R$ 465.835.617,72;R$ 96,55;98.0;0,56%;-0,02%;0,54%;0,54%;;;2
150;SPTW11;Lajes Corporativas;R$ 85,45;5994.0;R$ 0,70;0,80%;2,45%;5,43%;10,02%;0,82%;0,90%;0,83%;9,42%;-1,29%;-0,51%;9,71%;R$ 136.748.037,66;R$ 76,06;112.0;0,99%;0,33%;1,32%;6,57%;0,00%;;1
151;GTWR11;Lajes Corporativas;R$ 115,50;21031.0;R$ 0,69;0,58%;1,76%;3,51%;7,15%;0,59%;0,59%;0,60%;6,56%;1,07%;1,66%;8,18%;R$ 1.174.624.908,87;R$ 97,89;118.0;0,70%;-0,05%;0,66%;6,81%;0,00%;0,00%;1
152;FPAB11;Lajes Corporativas;R$ 310,00;15.0;R$ 1,55;0,48%;2,02%;3,56%;6,51%;0,67%;0,59%;0,54%;5,92%;0,06%;0,54%;-15,75%;R$ 310.545.960,83;R$ 414,06;75.0;0,36%;0,03%;0,40%;4,68%;28,68%;;1
153;VINO11;Lajes Corporativas;R$ 59,80;36711.0;R$ 0,35;0,58%;1,76%;3,68%;0,00%;0,59%;0,61%;0,00%;6,85%;1,34%;1,93%;-3,28%;R$ 748.909.970,54;R$ 59,09;101.0;0,59%;-2,29%;-1,72%;2,25%;4,90%;;9
154;GALG11;;;;R$ 0,56;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 268.729.747,10;R$ 84,80;;0,69%;0,00%;0,69%;0,69%;;;4
155;PORD11;Títulos e Val. Mob.;R$ 102,00;2392.0;R$ 0,81;0,79%;2,41%;4,88%;11,03%;0,80%;0,81%;0,92%;8,28%;3,06%;3,87%;4,53%;R$ 199.258.936,80;R$ 101,00;101.0;0,79%;0,07%;0,87%;3,70%;;;0
156;IFIE11;Títulos e Val. Mob.;R$ 97,99;2994.0;R$ 0,38;0,39%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,78%;-0,93%;-0,55%;-1,25%;R$ 84.053.013,62;R$ 93,34;105.0;0,42%;-2,27%;-1,86%;-1,86%;;;0
157;LGCP11;Logística;R$ 102,00;4495.0;R$ 0,54;0,53%;1,58%;2,99%;0,00%;0,53%;0,50%;0,00%;4,95%;-1,91%;-1,39%;0,96%;R$ 175.957.830,49;R$ 95,70;107.0;0,57%;0,00%;0,58%;4,66%;1,00%;;3
158;LUGG11;Residencial;R$ 102,94;1658.0;R$ 0,48;0,46%;1,31%;2,65%;0,00%;0,44%;0,44%;0,00%;4,56%;-1,05%;-0,59%;1,06%;R$ 97.776.739,42;R$ 108,64;95.0;0,41%;0,01%;0,42%;18,65%;12,00%;;4
159;FIGS11;Shoppings;R$ 62,83;3606.0;R$ 0,25;0,40%;0,87%;1,20%;4,46%;0,29%;0,20%;0,37%;2,32%;-0,91%;-0,52%;-22,51%;R$ 279.671.538,97;R$ 98,13;64.0;0,15%;0,04%;0,19%;1,10%;11,50%;;2
160;GRLV11;Logística;R$ 145,50;54618.0;R$ 53,62;36,85%;37,85%;39,52%;42,68%;12,62%;6,59%;3,56%;42,19%;3,20%;41,23%;60,81%;R$ 146.016.293,86;R$ 136,02;107.0;0,52%;3,12%;3,66%;8,94%;3,70%;3,40%;1
161;HMOC11;Shoppings;R$ 226,70;1.0;R$ 0,80;0,35%;0,83%;1,00%;2,87%;0,28%;0,17%;0,24%;2,40%;0,00%;0,35%;-7,51%;R$ 88.771.669,24;R$ 232,38;98.0;0,26%;0,13%;0,38%;11,20%;3,40%;;1
162;XPCM11;Lajes Corporativas;R$ 47,07;67785.0;R$ 0,97;2,02%;5,22%;9,86%;18,38%;1,74%;1,64%;1,53%;17,31%;-22,10%;-20,53%;-11,43%;R$ 147.384.394,80;R$ 61,04;77.0;1,59%;-0,16%;1,43%;14,19%;0,00%;;1
163;SARE11;Híbrido;R$ 96,14;3620.0;R$ 0,20;0,21%;0,63%;1,47%;0,00%;0,21%;0,24%;0,00%;2,84%;-1,06%;-0,85%;-10,94%;R$ 359.723.571,39;R$ 99,92;96.0;0,22%;-0,02%;0,20%;2,01%;0,00%;;2
164;XPSF11;Outros;R$ 95,85;13578.0;R$ 0,80;0,83%;2,31%;4,58%;0,00%;0,77%;0,76%;0,00%;7,57%;3,16%;4,02%;5,26%;R$ 333.588.138,28;R$ 99,58;96.0;;;;;;;0
165;HFOF11;Títulos e Val. Mob.;R$ 102,97;23076.0;R$ 0,55;0,53%;1,53%;3,35%;7,88%;0,51%;0,56%;0,66%;6,78%;1,05%;1,59%;-10,02%;R$ 1.861.074.671,28;R$ 98,50;105.0;0,56%;-2,06%;-1,51%;-3,52%;;;0
166;HSML11;Shoppings;R$ 93,00;30994.0;R$ 0,47;0,51%;1,45%;2,14%;4,42%;0,48%;0,36%;0,37%;3,90%;4,79%;5,32%;-21,00%;R$ 1.557.925.627,43;R$ 98,72;94.0;0,46%;-0,98%;-0,52%;6,16%;4,90%;;5
167;HGBS11;Shoppings;R$ 208,63;11109.0;R$ 0,60;0,29%;0,62%;1,03%;3,22%;0,21%;0,17%;0,27%;2,76%;0,63%;0,91%;-25,64%;R$ 2.259.202.549,96;R$ 225,92;92.0;0,18%;-0,65%;-0,48%;-3,59%;7,56%;;16
168;HGLG11;Logística;R$ 167,71;60957.0;R$ 0,78;0,47%;1,29%;2,57%;5,17%;0,43%;0,43%;0,43%;4,79%;2,26%;2,73%;-8,14%;R$ 2.589.404.179,71;R$ 140,45;119.0;0,56%;-0,07%;0,48%;8,64%;8,90%;10,50%;14
169;CBOP11;Lajes Corporativas;R$ 76,40;627.0;R$ 0,49;0,64%;1,88%;3,66%;6,91%;0,63%;0,61%;0,58%;6,36%;-1,66%;-1,04%;-14,58%;R$ 121.646.178,21;R$ 85,97;89.0;0,57%;0,02%;0,59%;6,00%;10,37%;10,87%;1
170;SADI11;Títulos e Val. Mob.;R$ 80,51;1920.0;R$ 0,15;0,18%;0,57%;1,47%;3,68%;0,19%;0,25%;0,31%;3,30%;-3,88%;-3,70%;-14,24%;R$ 319.400.815,16;R$ 100,43;80.0;0,15%;0,01%;0,16%;2,69%;;;0
171;SHPH11;Shoppings;R$ 830,01;70.0;R$ 3,30;0,40%;0,80%;1,52%;2,80%;0,27%;0,25%;0,23%;2,43%;-3,32%;-2,93%;-14,94%;R$ 479.275.317,76;R$ 787,05;105.0;0,31%;0,20%;0,51%;1,63%;8,40%;;1
172;HABT11;Títulos e Val. Mob.;R$ 119,71;20651.0;R$ 1,85;1,52%;3,53%;5,91%;10,90%;1,18%;0,99%;0,91%;10,13%;6,75%;8,37%;16,34%;R$ 555.257.265,50;R$ 102,60;117.0;;;;;;;0
173;RBED11;Outros;R$ 155,90;1287.0;R$ 1,01;0,64%;1,88%;3,66%;7,10%;0,63%;0,61%;0,59%;6,77%;-1,88%;-1,25%;-6,64%;R$ 267.463.839,71;R$ 149,65;104.0;0,67%;0,00%;0,68%;6,85%;0,00%;;5
174;SPVJ11;Outros;;;R$ 0,71;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 399.245.399,93;R$ 107,90;;;;;;;;0
175;MALL11;Shoppings;R$ 96,79;25161.0;R$ 0,58;0,60%;1,53%;2,19%;4,36%;0,51%;0,36%;0,36%;4,07%;8,23%;8,88%;-15,34%;R$ 802.691.974,00;R$ 106,17;91.0;0,45%;0,08%;0,53%;3,63%;3,00%;;7
176;XPCI11;Outros;R$ 90,25;21066.0;R$ 0,63;0,69%;2,05%;4,02%;0,00%;0,68%;0,67%;0,00%;7,33%;1,66%;2,37%;-6,25%;R$ 636.515.459,16;R$ 96,93;93.0;;;;;;;0
177;ARRI11;Títulos e Val. Mob.;R$ 93,46;170.0;R$ 0,80;0,85%;2,34%;4,21%;0,00%;0,78%;0,70%;0,00%;6,62%;5,62%;6,52%;-3,90%;R$ 36.383.131,78;R$ 92,73;101.0;0,88%;0,06%;0,94%;3,00%;;;0
178;BPFF11;Títulos e Val. Mob.;R$ 78,30;16247.0;R$ 0,50;0,63%;1,83%;3,60%;7,79%;0,61%;0,60%;0,65%;6,63%;-3,49%;-2,89%;-30,38%;R$ 381.640.750,48;R$ 84,88;92.0;0,59%;-5,40%;-4,84%;-16,98%;;;0
179;KFOF11;Títulos e Val. Mob.;R$ 104,87;3776.0;R$ 0,50;0,47%;1,30%;2,93%;5,50%;0,43%;0,49%;0,46%;5,16%;-5,55%;-5,10%;-13,57%;R$ 475.630.536,08;R$ 106,48;98.0;0,43%;-3,11%;-2,69%;-12,54%;;;0
180;TGAR11;Outros;R$ 134,55;25077.0;R$ 1,12;0,84%;2,42%;5,03%;9,51%;0,81%;0,84%;0,79%;8,54%;0,52%;1,36%;4,47%;R$ 737.798.977,37;R$ 124,49;108.0;;;;;;;0
181;KNCR11;Títulos e Val. Mob.;R$ 88,14;37284.0;R$ 0,30;0,34%;0,89%;1,86%;4,40%;0,30%;0,31%;0,37%;3,92%;-3,53%;-3,21%;-11,84%;R$ 3.846.533.083,17;R$ 98,38;90.0;0,25%;0,66%;0,92%;-2,94%;;;0
182;KNRI11;Híbrido;R$ 158,60;22284.0;R$ 0,65;0,41%;1,21%;2,41%;4,83%;0,40%;0,40%;0,40%;4,45%;0,33%;0,74%;-8,34%;R$ 3.689.633.738,18;R$ 156,34;101.0;0,42%;0,02%;0,43%;8,20%;6,66%;11,69%;19
183;HOSI11;Híbrido;R$ 89,80;78.0;R$ 0,51;0,57%;1,89%;1,89%;0,00%;0,63%;0,32%;0,00%;1,89%;3,69%;4,28%;-8,59%;R$ 53.331.512,03;R$ 93,00;97.0;;;;;;;0
184;RDPD11;Títulos e Val. Mob.;R$ 81,00;2857.0;R$ 0,31;0,38%;1,12%;2,61%;5,31%;0,37%;0,43%;0,44%;4,88%;-2,35%;-1,98%;-3,91%;R$ 105.339.224,20;R$ 97,71;83.0;0,32%;0,09%;0,40%;4,10%;;;0
185;RBFF11;Títulos e Val. Mob.;R$ 74,39;8190.0;R$ 0,55;0,73%;2,24%;4,36%;9,70%;0,75%;0,73%;0,81%;7,25%;4,73%;5,49%;-13,87%;R$ 210.178.406,94;R$ 76,78;97.0;0,72%;-1,43%;-0,72%;-23,20%;;;0
186;NEWL11;Híbrido;R$ 104,94;6230.0;R$ 0,90;0,85%;2,39%;4,09%;0,00%;0,80%;0,68%;0,00%;5,89%;-0,28%;0,57%;-9,24%;R$ 97.561.542,91;R$ 114,00;92.0;0,79%;0,06%;0,85%;6,23%;0,00%;;1
187;MXRF11;Híbrido;R$ 10,51;661232.0;R$ 0,06;0,57%;1,79%;3,72%;8,25%;0,60%;0,62%;0,69%;7,33%;1,63%;2,21%;-2,55%;R$ 1.854.170.997,19;R$ 10,16;103.0;0,59%;0,99%;1,59%;6,61%;;;0
188;EURO11;Logística;R$ 209,05;200.0;R$ 0,75;0,35%;1,04%;2,17%;4,37%;0,35%;0,36%;0,36%;4,04%;0,94%;1,29%;7,09%;R$ 117.932.462,88;R$ 307,17;68.0;0,24%;0,16%;0,41%;2,73%;0,00%;;6
189;BARI11;Títulos e Val. Mob.;R$ 111,40;6179.0;R$ 1,28;1,12%;3,08%;5,23%;9,01%;1,03%;0,87%;0,75%;8,69%;5,22%;6,40%;13,47%;R$ 224.155.256,11;R$ 100,33;111.0;1,18%;0,49%;1,68%;8,35%;;;0
190;BRCO11;Logística;R$ 120,00;10973.0;R$ 0,55;0,46%;1,34%;2,66%;0,00%;0,45%;0,44%;0,00%;4,98%;-2,62%;-2,17%;-2,81%;R$ 1.205.482.376,01;R$ 95,93;125.0;0,57%;0,01%;0,58%;5,93%;0,00%;;10
191;AFCR11;Híbrido;R$ 106,00;1772.0;R$ 0,88;0,82%;2,47%;0,00%;0,00%;0,82%;0,00%;0,00%;3,78%;0,38%;1,20%;11,01%;R$ 67.494.886,81;R$ 100,93;105.0;0,87%;-0,48%;0,39%;2,94%;;;0
192;ABCP11;Shoppings;R$ 75,01;11225.0;R$ 0,35;0,45%;1,08%;1,64%;4,34%;0,36%;0,27%;0,36%;2,89%;3,48%;3,95%;-16,70%;R$ 1.073.678.206,51;R$ 87,98;85.0;0,35%;-0,30%;0,06%;3,24%;2,80%;;1
