;Códigodo fundo;Setor;Preço Atual;Liquidez Diária;Dividendo;DividendYield;DY (3M)Acumulado;DY (6M)Acumulado;DY (12M)Acumulado;DY (3M)Média;DY (6M)Média;DY (12M)Média;DY Ano;Variação Preço;Rentab.Período;Rentab.Acumulada;PatrimônioLíq.;VPA;P/VPA;DYPatrimonial;VariaçãoPatrimonial;Rentab. Patr.no Período;Rentab. Patr.Acumulada;VacânciaFísica;VacânciaFinanceira;QuantidadeAtivos
94;MXRF11;Híbrido;R$ 10,00;689784.0;R$ 0,09;0,80%;2,41%;4,80%;8,46%;0,80%;0,80%;0,70%;1,49%;-4,11%;-3,34%;-2,68%;R$ 760.318.794,54;R$ 10,09;99.0;0,79%;0,00%;0,79%;0,79%;;;0
95;NCHB11;Títulos e Val. Mob.;;;R$ 0,14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 11.715.793,63;R$ 95,25;;0,75%;0,00%;0,75%;0,75%;;;0
96;NEWL11;Híbrido;R$ 118,00;50.0;R$ 0,70;0,59%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,16%;-3,64%;-3,08%;-2,53%;R$ 86.483.886,64;R$ 101,06;117.0;0,69%;0,00%;0,69%;0,69%;0,00%;;1
97;NSLU11;Hospital;R$ 232,00;2388.0;R$ 1,69;0,68%;1,99%;4,08%;7,98%;0,66%;0,68%;0,66%;0,68%;0,00%;0,68%;0,68%;R$ 218.361.511,53;R$ 190,74;122.0;0,89%;0,00%;0,89%;0,89%;0,00%;;1
98;NVHO11;Hospital;R$ 10,50;578.0;R$ 0,06;0,49%;1,40%;2,63%;3,86%;0,47%;0,44%;0,32%;0,94%;-7,73%;-7,28%;-6,86%;R$ 299.611.177,66;R$ 7,22;145.0;0,82%;0,00%;0,82%;0,82%;;;1
99;NVIF11B;Outros;;;R$ 0,89;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 62.351.243,70;R$ 184,80;;0,48%;11,60%;12,14%;33,48%;;;0
100;ONEF11;Lajes Corporativas;R$ 151,50;10624.0;R$ 0,62;0,38%;1,12%;2,24%;5,13%;0,37%;0,37%;0,43%;0,75%;-0,30%;0,07%;0,45%;R$ 140.522.762,08;R$ 154,25;98.0;0,40%;0,00%;0,40%;0,40%;10,30%;;1
101;OUCY11;Títulos e Val. Mob.;R$ 94,50;2316.0;R$ 0,60;0,59%;1,88%;3,63%;7,46%;0,63%;0,60%;0,62%;0,59%;0,00%;0,59%;0,59%;R$ 83.526.204,93;R$ 100,41;94.0;0,60%;0,00%;0,60%;0,60%;;;0
102;OUFF11;Títulos e Val. Mob.;R$ 97,60;1892.0;R$ 0,70;0,66%;1,85%;3,34%;0,00%;0,62%;0,56%;0,00%;0,66%;0,00%;0,66%;0,66%;R$ 73.320.614,64;R$ 109,17;89.0;0,64%;0,00%;0,64%;0,64%;;;0
103;OUJP11;Títulos e Val. Mob.;R$ 98,00;14696.0;R$ 0,84;0,77%;1,99%;3,80%;7,92%;0,66%;0,63%;0,66%;1,38%;-5,79%;-5,06%;-4,49%;R$ 197.568.082,06;R$ 102,90;95.0;0,68%;0,00%;0,68%;0,68%;;;0
104;OULG11B;Outros;R$ 95,00;8556.0;R$ 0,33;0,31%;1,73%;3,86%;0,00%;0,58%;0,64%;0,00%;0,31%;0,00%;0,31%;0,31%;R$ 238.971.606,39;R$ 96,31;99.0;0,34%;0,00%;0,34%;0,34%;0,00%;;1
105;PABY11;Híbrido;R$ 15,12;28.0;R$ 0,00;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;-19,84%;-19,84%;-31,62%;R$ -5.727.582,90;R$ -7,55;-200.0;;;;;;;1
106;PATC11;Lajes Corporativas;R$ 88,49;18249.0;R$ 0,30;0,30%;0,95%;2,03%;0,00%;0,32%;0,34%;0,00%;0,67%;-6,79%;-6,51%;-6,16%;R$ 145.558.349,24;R$ 96,91;91.0;0,41%;0,00%;0,41%;0,41%;0,00%;;4
107;PLCR11;Híbrido;R$ 86,00;5037.0;R$ 0,30;0,35%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,56%;-11,09%;-10,78%;-10,60%;R$ 202.865.677,64;R$ 96,18;89.0;0,21%;0,00%;0,21%;0,21%;;;0
108;PLRI11;Títulos e Val. Mob.;R$ 42,00;102.0;R$ 0,11;0,22%;1,04%;2,96%;5,95%;0,35%;0,49%;0,50%;0,62%;-9,02%;-8,82%;-8,45%;R$ 66.372.486,97;R$ 69,55;60.0;0,32%;0,00%;0,32%;0,32%;;;0
109;PORD11;Títulos e Val. Mob.;R$ 100,00;2177.0;R$ 0,61;0,59%;4,13%;8,01%;14,69%;1,38%;1,34%;1,22%;1,37%;-4,21%;-3,64%;-2,89%;R$ 104.221.787,85;R$ 104,22;96.0;0,80%;0,00%;0,80%;0,80%;;;0
110;PQDP11;Shoppings;R$ 3.300,00;221.0;R$ 19,49;0,58%;1,20%;2,62%;5,33%;0,40%;0,44%;0,44%;0,58%;0,00%;0,58%;0,58%;R$ 807.342.698,10;R$ 3.385,41;97.0;0,58%;0,00%;0,58%;0,58%;1,00%;;1
111;PRSV11;Lajes Corporativas;R$ 415,00;1008.0;R$ 2,20;0,53%;1,49%;2,95%;5,91%;0,50%;0,49%;0,49%;1,00%;-7,78%;-7,29%;-6,86%;R$ 77.013.988,56;R$ 394,94;105.0;0,53%;0,00%;0,53%;0,53%;8,81%;;2
112;QAGR11;Outros;R$ 88,59;24496.0;R$ 0,09;0,10%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,10%;0,00%;0,10%;0,10%;R$ 483.381.616,44;R$ 95,91;92.0;0,10%;0,00%;0,10%;0,10%;;;0
113;RBBV11;Títulos e Val. Mob.;R$ 85,10;2443.0;R$ 0,28;0,31%;2,32%;2,81%;5,89%;0,77%;0,47%;0,49%;1,67%;-0,36%;-0,05%;1,31%;R$ 126.865.217,56;R$ 101,16;84.0;1,22%;0,00%;1,22%;1,22%;;;1
114;RBCB11;Outros;R$ 19,00;161.0;R$ 0,00;0,00%;0,29%;4,38%;14,62%;0,10%;0,73%;1,22%;4,38%;-71,35%;-71,35%;-75,16%;R$ 56.056,76;R$ 1,06;1800.0;;;;;;;0
115;RBCO11;Lajes Corporativas;R$ 99,00;1303.0;R$ 0,88;0,85%;2,40%;0,00%;0,00%;0,80%;0,00%;0,00%;1,74%;-11,11%;-10,36%;-9,55%;R$ 86.017.913,42;R$ 110,42;90.0;0,95%;0,00%;0,95%;0,95%;;;2
116;RBDS11;Residencial;R$ 33,23;53.0;R$ 0,62;0,38%;3,38%;6,82%;17,81%;1,13%;1,14%;1,48%;13,35%;-21,63%;-21,33%;-29,55%;R$ 5.388.017,17;R$ 42,59;78.0;;;;;;;0
117;RBED11;Outros;R$ 149,49;5272.0;R$ 1,00;0,58%;1,46%;3,30%;7,13%;0,49%;0,55%;0,59%;1,13%;-3,95%;-3,39%;-2,85%;R$ 267.566.487,58;R$ 149,71;100.0;0,67%;0,00%;0,67%;0,67%;0,00%;;5
118;RBFF11;Títulos e Val. Mob.;R$ 89,80;2048.0;R$ 0,65;0,73%;4,01%;6,49%;9,17%;1,34%;1,08%;0,76%;1,56%;-6,07%;-5,38%;-4,60%;R$ 38.870.617,74;R$ 106,21;85.0;0,73%;0,00%;0,73%;0,73%;;;0
119;RBGS11;Shoppings;R$ 51,00;3515.0;R$ 0,53;0,87%;1,89%;3,39%;5,93%;0,63%;0,57%;0,49%;1,42%;-6,78%;-5,97%;-5,45%;R$ 92.773.146,14;R$ 86,06;59.0;0,43%;0,00%;0,43%;0,43%;10,80%;;1
120;RBIV11;Títulos e Val. Mob.;R$ 90,40;8818.0;R$ 0,29;0,29%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,51%;-2,60%;-2,32%;-2,11%;R$ 98.438.391,44;R$ 100,23;90.0;0,21%;0,00%;0,21%;0,21%;;;0
121;RBRD11;Híbrido;R$ 70,60;3647.0;R$ 0,56;0,66%;1,78%;5,33%;8,66%;0,59%;0,89%;0,72%;0,71%;-19,41%;-18,88%;-18,83%;R$ 146.430.254,47;R$ 79,08;89.0;0,07%;0,00%;0,07%;0,07%;0,00%;;4
122;RBRF11;Títulos e Val. Mob.;R$ 100,22;40946.0;R$ 0,70;0,62%;1,86%;3,69%;8,37%;0,62%;0,61%;0,70%;1,18%;-10,86%;-10,30%;-9,80%;R$ 572.661.476,37;R$ 108,90;92.0;0,64%;0,00%;0,64%;0,64%;;;0
123;RBRP11;Outros;R$ 81,75;36471.0;R$ 0,50;0,56%;1,37%;2,33%;0,00%;0,46%;0,39%;0,00%;1,11%;-2,66%;-2,11%;-1,58%;R$ 727.965.465,23;R$ 85,12;96.0;0,59%;0,00%;0,59%;0,59%;;;8
124;RBRR11;Títulos e Val. Mob.;R$ 95,90;58530.0;R$ 0,60;0,59%;1,70%;3,34%;6,59%;0,57%;0,56%;0,55%;1,15%;-5,22%;-4,65%;-4,12%;R$ 681.615.147,04;R$ 98,18;98.0;0,61%;0,00%;0,61%;0,61%;;;0
125;RBRY11;Títulos e Val. Mob.;R$ 103,00;10259.0;R$ 0,70;0,68%;2,11%;3,75%;0,00%;0,70%;0,62%;0,00%;1,39%;-9,50%;-8,88%;-8,23%;R$ 209.489.076,06;R$ 106,63;97.0;0,75%;0,00%;0,75%;0,75%;;;0
126;RBVA11;Outros;R$ 126,00;17165.0;R$ 0,90;0,62%;2,05%;4,02%;8,59%;0,68%;0,67%;0,72%;1,22%;-3,81%;-3,22%;-2,64%;R$ 715.851.303,96;R$ 125,12;101.0;0,72%;0,00%;0,72%;0,72%;;;44
127;RBVO11;Outros;R$ 22,50;350.0;R$ 0,11;0,42%;1,53%;2,98%;6,02%;0,51%;0,50%;0,50%;0,90%;-16,64%;-16,29%;-15,88%;R$ 15.504.444,13;R$ 30,06;75.0;0,50%;0,00%;0,50%;0,50%;;;0
128;RCRB11;Lajes Corporativas;R$ 176,04;14088.0;R$ 0,80;0,40%;1,02%;2,15%;4,12%;0,34%;0,36%;0,34%;1,02%;-5,82%;-5,44%;-24,41%;R$ 590.336.361,17;R$ 198,32;89.0;0,36%;0,00%;0,36%;0,36%;4,80%;;10
129;RDES11;Lajes Corporativas;R$ 70,10;557.0;R$ 0,04;0,06%;0,21%;16,07%;17,96%;0,07%;2,68%;1,50%;0,06%;0,00%;0,06%;0,06%;R$ 65.936.361,37;R$ 88,86;79.0;0,05%;0,00%;0,05%;0,05%;46,74%;;4
130;RDPD11;Títulos e Val. Mob.;R$ 82,50;2056.0;R$ 0,35;0,40%;1,41%;2,81%;6,02%;0,47%;0,47%;0,50%;0,97%;0,00%;0,40%;0,97%;R$ 105.163.502,70;R$ 97,55;85.0;0,52%;0,00%;0,52%;0,52%;;;0
131;RECT11;Híbrido;R$ 99,50;27216.0;R$ 0,84;0,81%;2,27%;5,45%;0,00%;0,76%;0,91%;0,00%;1,59%;0,69%;1,50%;2,29%;R$ 297.115.075,97;R$ 99,57;100.0;0,81%;0,00%;0,81%;0,81%;0,00%;;6
132;RNDP11;Títulos e Val. Mob.;R$ 989,99;86.0;R$ 3,53;0,37%;1,36%;2,74%;5,98%;0,45%;0,46%;0,50%;0,73%;-4,90%;-4,55%;-4,21%;R$ 116.598.375,64;R$ 1.084,83;91.0;0,33%;0,00%;0,33%;0,33%;;;0
133;RNGO11;Lajes Corporativas;R$ 78,35;10821.0;R$ 0,47;0,48%;1,41%;3,06%;6,63%;0,47%;0,51%;0,55%;0,93%;-7,98%;-7,54%;-7,12%;R$ 274.464.965,11;R$ 102,57;76.0;0,46%;0,00%;0,46%;0,46%;15,00%;;3
134;SAAG11;Outros;R$ 115,90;110925.0;R$ 0,93;0,72%;2,04%;4,15%;8,51%;0,68%;0,69%;0,71%;1,39%;-5,85%;-5,18%;-4,54%;R$ 627.292.921,93;R$ 111,39;104.0;0,83%;0,00%;0,83%;0,83%;;;28
135;SADI11;Títulos e Val. Mob.;R$ 87,73;8259.0;R$ 0,29;0,31%;1,06%;1,97%;0,00%;0,35%;0,33%;0,00%;0,69%;-4,61%;-4,32%;-3,96%;R$ 318.979.183,55;R$ 100,30;87.0;0,37%;0,00%;0,37%;0,37%;;;0
136;SARE11;Híbrido;R$ 85,00;9234.0;R$ 0,22;0,22%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,44%;-6,50%;-6,30%;-6,09%;R$ 361.437.938,85;R$ 100,40;85.0;0,24%;0,00%;0,24%;0,24%;;;1
137;SCPF11;Shoppings;R$ 10,94;3171.0;R$ 0,05;0,41%;1,66%;3,30%;6,23%;0,55%;0,55%;0,52%;1,20%;-3,56%;-3,17%;-2,40%;R$ 48.456.272,70;R$ 11,54;95.0;0,92%;0,00%;0,92%;0,92%;9,65%;;1
138;SDIL11;Logística;R$ 93,00;35383.0;R$ 0,52;0,47%;1,29%;2,78%;6,22%;0,43%;0,46%;0,52%;0,91%;-7,06%;-6,63%;-6,22%;R$ 455.081.776,13;R$ 95,40;97.0;0,55%;0,00%;0,55%;0,55%;4,70%;;3
139;SDIP11;Lajes Corporativas;R$ 93,90;19716.0;R$ 0,56;0,56%;1,56%;0,00%;0,00%;0,52%;0,00%;0,00%;1,07%;-7,78%;-7,26%;-6,79%;R$ 349.727.794,06;R$ 96,69;97.0;0,57%;0,00%;0,57%;0,57%;22,00%;;3
140;SHPH11;Shoppings;R$ 875,00;384.0;R$ 3,60;0,37%;1,28%;2,44%;4,75%;0,43%;0,41%;0,40%;0,92%;-2,45%;-2,09%;-1,55%;R$ 479.563.792,75;R$ 787,53;111.0;0,70%;0,00%;0,70%;0,70%;2,10%;;1
141;SPTW11;Lajes Corporativas;R$ 74,00;8661.0;R$ 0,75;0,87%;2,31%;5,07%;9,26%;0,77%;0,85%;0,77%;1,71%;-2,22%;-1,36%;-0,53%;R$ 140.756.211,24;R$ 78,28;95.0;0,95%;0,00%;0,95%;0,95%;0,00%;;1
142;TBOF11;Lajes Corporativas;R$ 98,05;25089.0;R$ 0,36;0,35%;0,97%;1,94%;4,16%;0,32%;0,32%;0,35%;0,35%;0,00%;0,35%;0,35%;R$ 1.073.139.106,15;R$ 106,78;92.0;0,34%;0,00%;0,34%;0,34%;8,40%;;1
143;TFOF11;Títulos e Val. Mob.;R$ 127,50;2139.0;R$ 0,80;0,57%;3,44%;7,66%;15,72%;1,15%;1,28%;1,31%;1,01%;-12,47%;-11,97%;-11,58%;R$ 116.065.615,08;R$ 136,46;93.0;0,51%;0,00%;0,51%;0,51%;;;0
144;TGAR11;Outros;R$ 118,00;22535.0;R$ 0,70;0,51%;1,89%;3,90%;7,89%;0,63%;0,65%;0,66%;0,92%;-2,63%;-2,13%;-1,73%;R$ 459.977.720,62;R$ 133,50;88.0;0,43%;0,00%;0,43%;0,43%;;;0
145;THRA11;Lajes Corporativas;R$ 139,10;3597.0;R$ 0,64;0,41%;1,34%;2,57%;5,21%;0,45%;0,43%;0,43%;0,86%;2,65%;3,07%;3,53%;R$ 175.772.535,37;R$ 119,35;117.0;0,56%;0,00%;0,56%;0,56%;0,00%;;1
146;TRNT11;Lajes Corporativas;R$ 230,00;200.0;R$ 0,74;0,31%;1,07%;2,10%;4,42%;0,36%;0,35%;0,37%;0,31%;0,00%;0,31%;0,31%;R$ 872.347.003,60;R$ 221,66;104.0;0,33%;0,00%;0,33%;0,33%;11,70%;;1
147;TRXF11;Outros;R$ 110,00;26.0;R$ 0,57;0,49%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,16%;0,86%;1,36%;2,03%;R$ 187.228.584,62;R$ 100,18;110.0;0,77%;0,00%;0,77%;0,77%;0,00%;;4
148;UBSR11;Títulos e Val. Mob.;R$ 95,10;39101.0;R$ 1,00;0,95%;2,65%;4,20%;8,83%;0,88%;0,70%;0,74%;1,96%;-1,87%;-0,93%;0,07%;R$ 665.127.155,12;R$ 97,02;98.0;1,11%;0,00%;1,11%;1,11%;;;0
149;VCJR11;Títulos e Val. Mob.;R$ 99,99;5559.0;R$ 0,31;0,29%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,57%;0,00%;0,29%;0,58%;R$ 586.119.659,71;R$ 100,86;99.0;0,31%;0,00%;0,31%;0,31%;;;0
150;VGIR11;Títulos e Val. Mob.;R$ 98,99;29349.0;R$ 0,55;0,56%;1,68%;3,57%;8,00%;0,56%;0,60%;0,67%;1,12%;-7,13%;-6,61%;-6,09%;R$ 436.991.148,02;R$ 96,97;102.0;0,62%;0,00%;0,62%;0,62%;;;0
151;VILG11;Logística;R$ 114,00;59231.0;R$ 0,66;0,53%;1,44%;3,15%;7,13%;0,48%;0,52%;0,59%;1,03%;-9,96%;-9,48%;-9,04%;R$ 479.966.157,76;R$ 109,60;104.0;0,62%;0,00%;0,62%;0,62%;0,00%;;8
152;VINO11;Lajes Corporativas;R$ 57,50;117057.0;R$ 0,37;0,55%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,11%;0,00%;0,55%;1,11%;R$ 610.031.019,96;R$ 61,35;94.0;0,60%;0,00%;0,60%;0,60%;0,80%;;7
153;VISC11;Shoppings;R$ 108,00;179271.0;R$ 0,63;0,50%;1,51%;3,19%;6,64%;0,50%;0,53%;0,55%;0,96%;-7,41%;-6,95%;-6,53%;R$ 1.256.112.354,50;R$ 121,64;89.0;0,52%;0,00%;0,52%;0,52%;5,50%;;13
154;VLOL11;Lajes Corporativas;R$ 109,80;13725.0;R$ 0,47;0,42%;1,17%;2,51%;5,11%;0,39%;0,42%;0,43%;0,80%;-5,00%;-4,60%;-4,24%;R$ 161.702.325,41;R$ 90,60;121.0;0,50%;0,00%;0,50%;0,50%;0,00%;;1
155;VOTS11;Títulos e Val. Mob.;R$ 94,49;950.0;R$ 0,35;0,38%;1,62%;3,02%;6,22%;0,54%;0,50%;0,52%;0,90%;-3,13%;-2,76%;-2,25%;R$ 80.748.501,56;R$ 97,53;97.0;0,51%;0,00%;0,51%;0,51%;;;0
156;VRTA11;Títulos e Val. Mob.;R$ 111,16;35438.0;R$ 0,81;0,65%;1,78%;3,42%;7,57%;0,59%;0,57%;0,63%;1,24%;-5,30%;-4,69%;-4,13%;R$ 515.677.694,76;R$ 106,31;105.0;0,73%;0,00%;0,73%;0,73%;;;0
157;VSHO11;Shoppings;R$ 106,00;3398.0;R$ 0,70;0,62%;1,70%;3,50%;7,09%;0,57%;0,58%;0,59%;1,18%;-3,43%;-2,83%;-2,29%;R$ 225.551.962,13;R$ 107,47;99.0;0,60%;0,00%;0,60%;0,60%;5,67%;;3
158;VTLT11;Logística;R$ 109,00;3662.0;R$ 0,72;0,62%;1,82%;3,78%;8,60%;0,61%;0,63%;0,72%;1,23%;-0,10%;0,51%;1,13%;R$ 213.233.470,80;R$ 100,82;108.0;0,72%;0,00%;0,72%;0,72%;0,00%;;1
159;VVPR11;Híbrido;R$ 103,49;1688.0;R$ 0,70;0,65%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,65%;0,00%;0,65%;0,65%;R$ 135.511.195,62;R$ 99,04;104.0;0,70%;0,00%;0,70%;0,70%;0,00%;;4
160;WPLZ11;Shoppings;R$ 98,00;622.0;R$ 1,05;1,05%;2,00%;3,48%;6,74%;0,67%;0,58%;0,56%;1,46%;-7,81%;-6,84%;-6,45%;R$ 96.522.859,73;R$ 94,56;104.0;0,48%;0,00%;0,48%;0,48%;9,70%;;1
161;WTSP11B;Híbrido;R$ 57,95;372.0;R$ 0,31;0,44%;1,30%;0,00%;0,00%;0,43%;0,00%;0,00%;0,44%;0,00%;0,44%;0,44%;R$ 90.549.777,34;R$ 91,23;64.0;0,34%;0,00%;0,34%;0,34%;;;0
162;XPCI11;Outros;R$ 92,00;78216.0;R$ 0,65;0,65%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,24%;-3,60%;-2,98%;-2,40%;R$ 97.440.232,39;R$ 97,44;94.0;0,64%;0,00%;0,64%;0,64%;;;0
163;XPCM11;Lajes Corporativas;R$ 45,90;17230.0;R$ 0,84;1,40%;3,76%;7,51%;13,87%;1,25%;1,25%;1,16%;2,69%;-7,07%;-5,77%;-4,55%;R$ 149.160.413,97;R$ 61,78;74.0;1,34%;0,00%;1,34%;1,34%;0,00%;;1
164;XPHT11;Hotel;R$ 100,00;416.0;R$ 0,29;0,28%;1,00%;2,27%;0,00%;0,33%;0,38%;0,00%;0,65%;0,63%;0,91%;1,28%;R$ 387.770.368,24;R$ 103,75;96.0;0,36%;0,00%;0,36%;0,36%;;;5
165;XPIN11;Outros;R$ 119,20;18451.0;R$ 0,71;0,55%;1,41%;3,22%;6,80%;0,47%;0,54%;0,57%;0,55%;0,00%;0,55%;0,55%;R$ 247.566.607,96;R$ 113,56;105.0;0,63%;0,00%;0,63%;0,63%;3,00%;;3
166;XPLG11;Logística;R$ 113,00;99555.0;R$ 0,64;0,48%;1,38%;3,04%;6,71%;0,46%;0,51%;0,56%;0,96%;-2,58%;-2,11%;-1,65%;R$ 1.714.810.948,43;R$ 112,30;101.0;0,57%;0,00%;0,57%;0,57%;4,00%;;11
167;XPML11;Shoppings;R$ 106,00;195485.0;R$ 0,50;0,36%;1,17%;2,66%;5,69%;0,39%;0,44%;0,47%;0,36%;0,00%;0,36%;0,36%;R$ 1.980.202.598,44;R$ 108,76;97.0;0,46%;0,00%;0,46%;0,46%;4,20%;;13
168;XPPR11;Outros;R$ 86,10;30789.0;R$ 0,52;0,51%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,99%;-5,82%;-5,34%;-4,89%;R$ 414.869.793,10;R$ 96,03;90.0;0,54%;0,00%;0,54%;0,54%;0,00%;;4
169;XPSF11;Outros;R$ 87,00;18726.0;R$ 0,70;0,71%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,71%;0,00%;0,71%;0,71%;R$ 342.896.033,76;R$ 102,36;85.0;0,51%;0,00%;0,51%;0,51%;;;0
170;XTED11;Lajes Corporativas;R$ 9,25;5459.0;R$ 0,00;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;1,10%;1,10%;-37,83%;R$ 26.755.173,45;R$ 14,93;62.0;;;;;100,00%;100,00%;1
